Sale Order No,Shipping Package Code,Shipping Package Status,Shipping Provider,Shipping Courier,AWB No,Return Delivery Date,RTO Reason,Created,Channel Created,Return Manifest Code,Return Manifest Status,Return Manifest Created By,Return Manifest Created At,Reshipment Action,Channel,Putaway No,Putaway Status,Putaway By,Putaway Date,Dispatch Facility,Return Facility
8f2e5487-6690-4199-92a3-111307abf001,XBFN2024-2524617,RETURN_ACKNOWLEDGED,ATS,ATS,627184121255,2024-07-11 12:17:39,REJECT,2024-07-08 03:03:38,2024-07-06 23:18:08,RM2024-258700,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 15:33:01,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2250801,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 15:33:01,XB Farukhnagar,XB Farukhnagar
d6c4aed6-e8f8-4654-ac2e-025deafa1f84,XBFN2024-2524619,RETURN_ACKNOWLEDGED,ATS,ATS,627171213826,2024-07-09 20:09:23,REJECT,2024-07-06 13:44:40,2024-07-03 13:37:41,RM2024-258580,CLOSED,arpit.tiwari@xpressbees.com,2024-07-11 12:25:37,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2033567,CREATED,arpit.tiwari@xpressbees.com,2024-07-11 12:25:37,XB Farukhnagar,XB Farukhnagar
S251841633,XBFN2024-2524633,RETURN_EXPECTED,DELHIVERY,,195042061406394,2024-07-12 22:32:08,,2024-07-10 18:43:08,2024-07-10 18:43:08,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431617575245779101,XBFN2024-2524637,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPP2410293088,,,2024-07-07 00:19:25,2024-07-07 00:19:25,RM2024-258836,CLOSED,arpit.tiwari@xpressbees.com,2024-07-20 18:13:45,,FK_BG_FRK,PT2572932,CREATED,arpit.tiwari@xpressbees.com,2024-07-20 18:13:45,XB Farukhnagar,XB Farukhnagar
331665940231567100,XBFN2024-2524658,RETURN_EXPECTED,E-Kart Logistics,,FMPC3843048964,,,2024-07-07 20:30:22,2024-07-07 20:30:22,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
431665988037385100,XBFN2024-2524659,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843012814,,,2024-07-04 08:39:09,2024-07-04 08:39:09,RM2024-258809,CLOSED,arpit.tiwari@xpressbees.com,2024-07-17 17:48:05,,FK_BG_FRK,PT2374949,CREATED,arpit.tiwari@xpressbees.com,2024-07-17 17:48:05,XB Farukhnagar,XB Farukhnagar
S251850135,XBFN2024-2524664,RETURN_EXPECTED,XPRESSBEES,,13670416736031,,,2024-07-30 16:51:15,2024-07-30 16:51:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251852102,XBFN2024-2524669,RETURN_EXPECTED,XPRESSBEES,,13670416738812,,,2024-07-09 10:47:14,2024-07-09 10:47:14,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17198101139101389871,XBFN2024-2524689,RETURN_ACKNOWLEDGED,delhivery_jio,,115761124587266,,,2024-07-05 16:47:00,2024-07-05 16:47:00,RM2024-258630,CLOSED,arpit.tiwari@xpressbees.com,2024-07-11 17:44:59,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,PT2043282,CREATED,arpit.tiwari@xpressbees.com,2024-07-11 17:44:59,XB Farukhnagar,XB Farukhnagar
S251858093,XBFN2024-2524700,RETURN_EXPECTED,DELHIVERY,,195042061500522,2024-07-09 22:56:12,,2024-07-09 18:39:06,2024-07-09 18:39:06,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251863091,XBFN2024-2524721,RETURN_EXPECTED,XPRESSBEES,,13670416752797,,,2024-07-16 02:30:31,2024-07-16 02:30:31,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431667022868339100,XBFN2024-2524725,RETURN_EXPECTED,E-Kart Logistics,,FMPC3843041102,,,2024-07-17 00:49:59,2024-07-17 00:49:59,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S251866363,XBFN2024-2524735,RETURN_EXPECTED,XPRESSBEES,,13670416757215,,,2024-07-22 17:47:28,2024-07-22 17:47:28,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431667236931889100,XBFN2024-2524736,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPP2410234591,2024-07-13 00:19:11,,2024-07-03 16:37:36,2024-07-03 16:37:36,RM2024-258754,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 17:11:55,,FK_BG_FRK,PT2255119,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 17:11:55,XB Farukhnagar,XB Farukhnagar
S251866905,XBFN2024-2524739,RETURN_EXPECTED,XPRESSBEES,,13670416757818,,,2024-07-09 18:39:08,2024-07-09 18:39:08,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
331667314312938100,XBFN2024-2524743,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843057439,,,2024-07-09 04:15:32,2024-07-09 04:15:32,RM2024-258900,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:48:57,,FK_BG_FRK,PT2724883,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:48:57,XB Farukhnagar,XB Farukhnagar
431667365804795100,XBFN2024-2524752,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843017272,2024-07-13 00:19:11,,2024-07-03 08:33:19,2024-07-03 08:33:19,RM2024-258711,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 16:11:14,,FK_BG_FRK,PT2252929,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 16:11:14,XB Farukhnagar,XB Farukhnagar
1004427840,XBFN2024-2524759,RETURN_EXPECTED,XPRESSBEES,,13670416760771,,,2024-07-10 18:45:04,2024-07-10 18:45:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251873420,XBFN2024-2524781,RETURN_EXPECTED,DELHIVERY,,195042061683535,2024-07-20 06:14:06,,2024-07-16 22:20:27,2024-07-16 22:20:27,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17198216053261902829,XBFN2024-2524787,RETURN_ACKNOWLEDGED,xpressbees_jio,,14591741953235,,,2024-07-07 00:29:33,2024-07-07 00:29:33,RM2024-258947,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:31,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,PT2724930,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:31,XB Farukhnagar,XB Farukhnagar
S251877029,XBFN2024-2524805,RETURN_EXPECTED,DELHIVERY,,195042061724360,2024-07-08 22:58:07,,2024-07-05 18:50:17,2024-07-05 18:50:17,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431667808811102100,XBFN2024-2524808,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843031828,2024-07-14 00:17:47,,2024-07-04 16:30:34,2024-07-04 16:30:34,RM2024-258722,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 16:46:32,,FK_BG_FRK,PT2252941,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 16:46:32,XB Farukhnagar,XB Farukhnagar
S251877556,XBFN2024-2524809,RETURN_EXPECTED,XPRESSBEES,,13670416770313,,,2024-07-09 18:39:21,2024-07-09 18:39:21,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
7d252714-56f7-40d3-ac22-ec60a5b4fd2b,XBFN2024-2524821,RETURN_EXPECTED,ecomexpress,,10356031535,,,2024-07-08 07:15:47,2024-07-08 07:15:47,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
431668023762686100,XBFN2024-2524822,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843052500,2024-07-14 00:17:47,,2024-07-04 20:39:04,2024-07-04 20:39:04,RM2024-258832,CLOSED,arpit.tiwari@xpressbees.com,2024-07-20 18:03:40,,FK_BG_FRK,PT2572926,CREATED,arpit.tiwari@xpressbees.com,2024-07-20 18:03:40,XB Farukhnagar,XB Farukhnagar
ced46cc8-50e6-4a6f-acc3-ff7bae57e406,XBFN2024-2524826,RETURN_ACKNOWLEDGED,ATS,ATS,627209228341,2024-07-19 18:40:29,REJECT,2024-07-13 23:55:44,2024-07-13 18:47:24,RM2024-258874,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 16:23:59,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2721295,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 16:23:59,XB Farukhnagar,XB Farukhnagar
S251880850,XBFN2024-2524832,RETURN_EXPECTED,DELHIVERY,,195042061797333,2024-07-23 21:21:13,,2024-07-22 17:48:18,2024-07-22 17:48:18,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251882761,XBFN2024-2524841,RETURN_EXPECTED,DELHIVERY,,195042061821903,2024-07-10 22:48:08,,2024-07-08 19:00:06,2024-07-08 19:00:06,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
331668563479718100,XBFN2024-2524855,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3842988884,,,2024-07-09 04:15:37,2024-07-09 04:15:37,RM2024-258959,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:38,,FK_BG_FRK,PT2724942,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:38,XB Farukhnagar,XB Farukhnagar
431668415587098100,XBFN2024-2524857,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843008243,,,2024-07-06 20:28:42,2024-07-06 20:28:42,RM2024-258906,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:03,,FK_BG_FRK,PT2724889,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:03,XB Farukhnagar,XB Farukhnagar
S251888420,XBFN2024-2524872,RETURN_EXPECTED,XPRESSBEES,,13670416783474,,,2024-07-30 16:53:16,2024-07-30 16:53:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
91055d3d-a325-4d19-ba41-7984e48bd398,XBFN2024-2524881,RETURN_ACKNOWLEDGED,ATS,ATS,627168717078,2024-07-09 20:09:23,REJECT,2024-07-03 23:59:46,2024-07-02 18:33:17,RM2024-258588,CLOSED,arpit.tiwari@xpressbees.com,2024-07-11 12:32:07,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2033575,CREATED,arpit.tiwari@xpressbees.com,2024-07-11 12:32:07,XB Farukhnagar,XB Farukhnagar
S251890646,XBFN2024-2524886,RETURN_EXPECTED,DELHIVERY,,195042061959291,2024-07-18 22:21:26,,2024-07-15 18:10:07,2024-07-15 18:10:07,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251890932,XBFN2024-2524891,RETURN_EXPECTED,DELHIVERY,,195042061965683,,,2024-07-09 18:41:06,2024-07-09 18:41:06,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251892159,XBFN2024-2524899,RETURN_EXPECTED,DELHIVERY,,195042061985806,2024-07-09 22:58:03,,2024-07-09 18:41:06,2024-07-09 18:41:06,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
730bf516-e6ab-4dca-bf37-01d39c9d04d9,XBFN2024-2524900,RETURN_ACKNOWLEDGED,ATS,ATS,627182828958,2024-07-10 21:00:48,REJECT,2024-07-07 12:53:32,2024-07-06 17:05:40,RM2024-258701,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 15:33:43,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2250802,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 15:33:43,XB Farukhnagar,XB Farukhnagar
8b490c33-42f0-4b2c-8fc2-dee3e41efbda,XBFN2024-2524907,RETURN_ACKNOWLEDGED,ATS,ATS,627178176742,2024-07-13 19:45:59,REJECT,2024-07-07 08:02:19,2024-07-05 12:33:15,RM2024-258674,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:40:40,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188896,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:40:40,XB Farukhnagar,XB Farukhnagar
1004439386,XBFN2024-2524911,RETURN_EXPECTED,XPRESSBEES,,13670416788717,,,2024-07-24 17:22:07,2024-07-24 17:22:07,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251894587,XBFN2024-2524920,RETURN_EXPECTED,DELHIVERY,,195042062043884,2024-07-12 22:36:02,,2024-07-08 19:00:16,2024-07-08 19:00:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431669085158438100,XBFN2024-2524924,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843059697,,,2024-07-09 00:41:02,2024-07-09 00:41:02,RM2024-258982,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 18:05:05,,FK_BG_FRK,PT2728462,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 18:05:05,XB Farukhnagar,XB Farukhnagar
431669126669181100,XBFN2024-2524925,RETURN_EXPECTED,E-Kart Logistics,,FMPC3864814124,2024-07-27 00:19:35,,2024-07-17 12:15:51,2024-07-17 12:15:51,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S251898713,XBFN2024-2524936,RETURN_EXPECTED,DELHIVERY,,195042062106335,2024-07-10 22:49:01,,2024-07-08 19:00:18,2024-07-08 19:00:18,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
860e28e9-3811-41a7-a63a-8f2a96328ab6,XBFN2024-2524941,RETURN_ACKNOWLEDGED,ATS,ATS,627188820468,2024-07-13 19:46:00,REJECT,2024-07-09 06:01:44,2024-07-08 13:45:00,RM2024-258677,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:49:52,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188902,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:49:52,XB Farukhnagar,XB Farukhnagar
431669477604991100,XBFN2024-2524954,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3843038990,,,2024-07-06 20:28:42,2024-07-06 20:28:42,RM2024-258912,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:12,,FK_BG_FRK,PT2724895,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:12,XB Farukhnagar,XB Farukhnagar
S251903644,XBFN2024-2524973,RETURN_EXPECTED,DELHIVERY,,195042062188176,2024-07-11 22:45:23,,2024-07-08 19:01:02,2024-07-08 19:01:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
8ac23d23-a137-4772-81e3-b930d30ed476,XBFN2024-2525009,RETURN_EXPECTED,ATS,ATS,627182783110,2024-07-13 19:45:59,REJECT,2024-07-09 23:57:14,2024-07-06 16:54:26,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S251916762,XBFN2024-2525027,RETURN_EXPECTED,DELHIVERY,,195042062388660,2024-07-15 14:12:05,,2024-07-11 14:34:12,2024-07-11 14:34:12,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251916858,XBFN2024-2525028,RETURN_EXPECTED,DELHIVERY,,195042062389872,2024-07-15 14:12:05,,2024-07-11 14:34:13,2024-07-11 14:34:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251919417,XBFN2024-2525044,RETURN_EXPECTED,DELHIVERY,,195042062425034,2024-07-11 22:47:02,,2024-07-09 03:04:15,2024-07-09 03:04:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251924509,XBFN2024-2525080,RETURN_EXPECTED,DELHIVERY,,195042062504893,2024-07-12 22:36:15,,2024-07-08 19:02:12,2024-07-08 19:02:12,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251925453,XBFN2024-2525084,RETURN_EXPECTED,DELHIVERY,,195042062517633,2024-07-09 23:00:07,,2024-07-09 18:44:10,2024-07-09 18:44:10,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251926180,XBFN2024-2525087,RETURN_EXPECTED,DELHIVERY,,195042062526151,2024-07-15 14:12:17,,2024-07-11 06:19:04,2024-07-11 06:19:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
7e4fd331-43a4-42e0-aa15-6fd88ea6bce3,XBFN2024-2525103,RETURN_ACKNOWLEDGED,ATS,ATS,627172085767,2024-07-10 21:00:48,REJECT,2024-07-06 10:53:12,2024-07-03 17:28:48,RM2024-258703,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 15:37:17,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2250808,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 15:37:17,XB Farukhnagar,XB Farukhnagar
S251934375,XBFN2024-2525126,RETURN_EXPECTED,DELHIVERY,,195042062677292,2024-07-09 23:00:54,,2024-07-09 18:44:13,2024-07-09 18:44:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
c2b834d8-9c97-4702-8130-817e1d953e12,XBFN2024-2525131,RETURN_ACKNOWLEDGED,flipkartlogistics,,MYSC1089142795,,,2024-07-09 19:49:32,2024-07-09 19:49:32,RM2024-258945,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:30,,MY_BG_FRK,PT2724928,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:30,XB Farukhnagar,XB Farukhnagar
c52f3f4f-55ac-421d-a8df-0a6ad2342924,XBFN2024-2525133,RETURN_ACKNOWLEDGED,ATS,,342421303453,2024-07-13 19:45:59,REJECT,2024-07-02 21:23:47,2024-07-02 21:20:58,RM2024-258672,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:31:42,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188889,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:31:42,XB Farukhnagar,XB Farukhnagar
6a5182c4-959f-468a-b638-b34a8de1f6ce,XBFN2024-2525155,RETURN_ACKNOWLEDGED,ATS,ATS,627183637429,2024-07-13 19:45:59,REJECT,2024-07-06 23:25:43,2024-07-06 20:39:45,RM2024-258671,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:26:13,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188886,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:26:13,XB Farukhnagar,XB Farukhnagar
c9cad16f-b4a8-4c9b-83c2-8f056f4e68de,XBFN2024-2525171,RETURN_ACKNOWLEDGED,ATS,,342421125178,2024-07-13 19:45:59,REJECT,2024-07-02 17:04:37,2024-07-02 17:04:32,RM2024-258656,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 13:54:16,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2186522,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 13:54:16,XB Farukhnagar,XB Farukhnagar
S251940814,XBFN2024-2525196,RETURN_EXPECTED,DELHIVERY,,195042062835536,,,2024-07-09 18:45:03,2024-07-09 18:45:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251943411,XBFN2024-2525206,RETURN_EXPECTED,DELHIVERY,,195042062865065,2024-07-15 14:12:31,,2024-07-10 18:48:10,2024-07-10 18:48:10,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
7ede3af6-0ffe-4f3e-a74f-2442a54bf1fe,XBFN2024-2525232,RETURN_ACKNOWLEDGED,ECX,,454908102,2024-07-24 20:11:48,REJECT,2024-07-13 08:48:55,2024-07-12 16:24:33,RM2024-2523410,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:22,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT3028986,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:22,XB Farukhnagar,XB Farukhnagar
9ec79dfb-fb7a-4e42-b1bb-9684591ed98a,XBFN2024-2525237,RETURN_EXPECTED,flipkartlogistics,,MYSP1120937561,,,2024-07-07 07:34:04,2024-07-07 07:34:04,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
56f6850f-9c41-436f-ab44-627d4df7ac2f,XBFN2024-2525238,RETURN_ACKNOWLEDGED,ATS,ATS,627176895911,2024-07-10 21:00:49,REJECT,2024-07-06 23:48:31,2024-07-04 22:41:51,RM2024-258695,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 15:16:05,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2249489,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 15:16:05,XB Farukhnagar,XB Farukhnagar
S251950700,XBFN2024-2525251,RETURN_EXPECTED,XPRESSBEES,,13670416815060,,,2024-07-09 18:45:10,2024-07-09 18:45:10,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
e8e9549e-0248-49eb-b07b-07d6d909d933,XBFN2024-2525252,RETURN_EXPECTED,ecomexpress,,10356026687,,,2024-07-18 19:52:45,2024-07-18 19:52:45,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S251953589,XBFN2024-2525261,RETURN_EXPECTED,XPRESSBEES,,13670416817295,,,2024-07-09 10:54:02,2024-07-09 10:54:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S251954826,XBFN2024-2525265,RETURN_EXPECTED,XPRESSBEES,,13670416818532,,,2024-07-09 10:54:02,2024-07-09 10:54:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
SLP4245007240,XBFN2024-2525270,RETURN_EXPECTED,EKART,,SDLC1032947720,,,2024-07-08 16:19:37,2024-07-08 16:19:37,,,,,,SD_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S251958499,XBFN2024-2525272,RETURN_EXPECTED,XPRESSBEES,,13670416821954,,,2024-07-22 17:52:25,2024-07-22 17:52:25,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
9ed9243a-19c2-4292-9937-c3be51371750,XBFN2024-2525273,RETURN_ACKNOWLEDGED,ATS,ATS,627169241619,2024-07-13 19:45:59,REJECT,2024-07-08 23:33:08,2024-07-02 20:47:18,RM2024-258664,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:18:14,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188878,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:18:14,XB Farukhnagar,XB Farukhnagar
